relative_path,file_name,folder,width,height,channels,has_alpha,suggested_category,suggested_object,next_step_usefulness
reanim/Chomper_stomach.png,Chomper_stomach.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_tongue.png,Chomper_tongue.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_topjaw.png,Chomper_topjaw.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_underjaw.png,Chomper_underjaw.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/CobCannon_blink1.png,CobCannon_blink1.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_blink2.png,CobCannon_blink2.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_cob.png,CobCannon_cob.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_exhaust.png,CobCannon_exhaust.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_fuse.png,CobCannon_fuse.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_husk1.png,CobCannon_husk1.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_husk2.png,CobCannon_husk2.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_husk3.2.png,CobCannon_husk3.2.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_husk3.png,CobCannon_husk3.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_husk4.2.png,CobCannon_husk4.2.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_husk4.png,CobCannon_husk4.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_log.png,CobCannon_log.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/CobCannon_wheel.png,CobCannon_wheel.png,reanim,,,,False,plant,cob_cannon,medium_for_plant_reference
reanim/Coffeebean_eyelid.png,Coffeebean_eyelid.png,reanim,,,,False,plant,coffee_bean,medium_for_plant_reference
reanim/Coffeebean_eyelid2.png,Coffeebean_eyelid2.png,reanim,,,,False,plant,coffee_bean,medium_for_plant_reference
reanim/Coffeebean_eyelid3.png,Coffeebean_eyelid3.png,reanim,,,,False,plant,coffee_bean,medium_for_plant_reference
reanim/Coffeebean_head1.png,Coffeebean_head1.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head10.png,Coffeebean_head10.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head11.png,Coffeebean_head11.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head12.png,Coffeebean_head12.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head2.png,Coffeebean_head2.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head3.png,Coffeebean_head3.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head4.png,Coffeebean_head4.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head5.png,Coffeebean_head5.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head6.png,Coffeebean_head6.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head7.png,Coffeebean_head7.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head8.png,Coffeebean_head8.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_head9.png,Coffeebean_head9.png,reanim,,,,False,plant,coffee_bean,high_for_plant_reference
reanim/Coffeebean_leaf.png,Coffeebean_leaf.png,reanim,,,,False,plant,coffee_bean,medium_for_plant_reference
reanim/CoinGlow.png,CoinGlow.png,reanim,,,,False,particle_or_effect,,low_ignore_for_now
reanim/Cornpult_blink1.png,Cornpult_blink1.png,reanim,,,,False,plant,kernel_pult,medium_for_plant_reference
reanim/Cornpult_blink2.png,Cornpult_blink2.png,reanim,,,,False,plant,kernel_pult,medium_for_plant_reference
reanim/Cornpult_body.png,Cornpult_body.png,reanim,,,,False,plant,kernel_pult,high_for_plant_reference
reanim/Cornpult_butter.png,Cornpult_butter.png,reanim,,,,False,plant,kernel_pult,medium_for_plant_reference
reanim/Cornpult_butter_splat.png,Cornpult_butter_splat.png,reanim,,,,False,plant,kernel_pult,medium_for_plant_reference
